region,subregion,station,abbreviation,elevation,month,precip,avg precip,pct of avg,year
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Capay,CPY,300,Oct-Sep,15.54,22.24,70.0,1991
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,Oct-Sep,15.6,20.36,77.0,1991
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,Oct-Sep,20.29,25.78,79.0,1991
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,Oct-Sep,15.02,17.17,87.0,1991
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Davis 2wsw,DVS,60,Oct-Sep,14.11,16.83,84.0,1991
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Feather River Near Nicolaus,NIC,43,Oct-Sep,15.99,17.63,91.0,1991
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Sacramento Wb City,SCR,25,Oct-Sep,14.79,17.92,83.0,1991
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mineral (Obs.),MNR,4875,Oct-Sep,35.24,51.13,69.0,1991
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Alturas RS,ALT,4400,Oct-Sep,11.45,12.54,91.0,1991
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Adin RS,ADN,4195,Oct-Sep,12.73,15.67,81.0,1991
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mount Shasta City,MSC,3590,Oct-Sep,23.79,36.15,66.0,1991
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mccloud,MLD,3280,Oct-Sep,22.77,49.72,46.0,1991
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Dunsmuir Treatment Plant,DNM,2170,Oct-Sep,35.04,57.73,61.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Plumas Eureka Park,PLE,5165,Oct-Sep,47.18,66.89,71.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Sierraville RS (USFS),SRR,4975,Oct-Sep,16.51,25.92,64.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Vinton,VNT,4944,Oct-Sep,9.85,13.07,75.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Portola,PRT,4850,Oct-Sep,16.48,20.68,80.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Chester,CHS,4525,Oct-Sep,24.75,31.92,78.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Strawberry Valley,STV,3808,Oct-Sep,56.09,81.26,69.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Greenville RS,GNV,3570,Oct-Sep,25.16,39.4,64.0,1991
SACRAMENTO RIVER,FEATHER RIVER,Quincy RS (USFS),QNC,3420,Oct-Sep,23.39,39.81,59.0,1991
SACRAMENTO RIVER,FEATHER RIVER,De Sabla (PG & E),DSB,2710,Oct-Sep,44.12,62.83,70.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Soda Springs 1 E,SSG,6885,Oct-Sep,42.39,63.75,66.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Bowman,BOW,5385,Oct-Sep,44.37,66.84,66.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Challenge Ranger Station,CHL,3200,Oct-Sep,49.98,65.75,76.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Downieville,DWV,2915,Oct-Sep,46.2,60.75,76.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Nevada City,NVD,2781,Oct-Sep,45.38,53.38,85.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Camptonville RS (USFS),CMV,2503,Oct-Sep,40.07,58.35,69.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Grass Valley,GSV,2400,Oct-Sep,36.81,53.72,69.0,1991
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Englebright (Usace),ENG,551,Oct-Sep,26.83,33.35,80.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Caples (Twin) Lake,CPT,8000,Oct-Sep,30.87,48.26,64.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Sly Park,SLP,3530,Oct-Sep,32.87,48.99,67.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Pacific House (Obs.),PCF,3400,Oct-Sep,27.13,50.24,54.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Foresthill R S,FRH,3015,Oct-Sep,35.24,50.82,69.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Georgetown RS (USFS),GRG,3001,Oct-Sep,39.8,53.16,75.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Colfax,CLF,2400,Oct-Sep,33.19,47.04,71.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Placerville,PCV,1850,Oct-Sep,28.79,38.12,76.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Auburn,AUB,1292,Oct-Sep,27.65,34.71,80.0,1991
SACRAMENTO RIVER,AMERICAN RIVER,Folsom Dam,FLD,350,Oct-Sep,20.26,23.46,86.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Panoche 2w,PNH,1320,Oct-Sep,7.66,8.6,89.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Madera,MDR,270,Oct-Sep,9.96,12.45,80.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Merced,MFS,153,Oct-Sep,8.72,11.92,73.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Tracy Carbona,TCR,140,Oct-Sep,6.71,9.66,69.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Los Banos,LSB,120,Oct-Sep,7.07,8.99,79.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Modesto Irrig District Office,MDE,91,Oct-Sep,8.05,11.99,67.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN VALLEY FLOOR,Stockton Fire Station 4,STK,12,Oct-Sep,11.35,15.67,72.0,1991
SAN JOAQUIN RIVER,COSUMNES - MOKELUMNE RIVERS,West Point,WPT,2775,Oct-Sep,24.36,36.45,67.0,1991
SAN JOAQUIN RIVER,COSUMNES - MOKELUMNE RIVERS,Fiddletown,FDD,2160,Oct-Sep,26.88,34.83,77.0,1991
SAN JOAQUIN RIVER,COSUMNES - MOKELUMNE RIVERS,Camp Pardee,CPD,658,Oct-Sep,18.89,20.77,91.0,1991
SAN JOAQUIN RIVER,CALAVERAS - STANISLAUS RIVERS,Calaveras Big Trees,CVT,4695,Oct-Sep,33.63,53.68,63.0,1991
SAN JOAQUIN RIVER,CALAVERAS - STANISLAUS RIVERS,San Andreas,SDR,54,Oct-Sep,23.03,26.79,86.0,1991
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Cherry Valley Dam,CVD,4765,Oct-Sep,33.02,50.78,65.0,1991
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Hetch Hetchy,HTH,3870,Oct-Sep,24.96,34.7,72.0,1991
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Groveland R S,GVL,3145,Oct-Sep,26.45,36.5,72.0,1991
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Sonora RS,SOR,1749,Oct-Sep,19.22,31.75,61.0,1991
SAN JOAQUIN RIVER,TUOLUMNE RIVER,Moccasin,MCN,938,Oct-Sep,19.19,25.83,74.0,1991
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,South Entrance Yosemite,SEY,5120,Oct-Sep,35.32,44.15,80.0,1991
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,Yosemite Headquarters,YSV,3966,Oct-Sep,31.86,36.76,87.0,1991
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,Mariposa Ranger Station,MRP,2250,Oct-Sep,25.89,29.64,87.0,1991
SAN JOAQUIN RIVER,MERCED - FRESNO RIVERS,New Exchequer-Lk Mcclure,EXC,879,Oct-Sep,14.48,18.88,77.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Florence Lake (Sce),FLR,7325,Oct-Sep,22.32,24.38,92.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Big Creek 1,BGC,4878,Oct-Sep,23.3,34.56,67.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Crane Valley PH,CRV,3400,Oct-Sep,31.61,40.07,79.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,North Fork R S,NFR,2630,Oct-Sep,25.06,33.39,75.0,1991
SAN JOAQUIN RIVER,SAN JOAQUIN RIVER,Auberry 2 Nw,ABR,2090,Oct-Sep,19.7,24.05,82.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Tehachapi,THH,4017,Oct-Sep,10.69,11.11,96.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Coalinga,CLN,670,Oct-Sep,8.1,7.58,107.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Bakersfield,BFK,494,Oct-Sep,5.91,6.12,97.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Lindsay,LND,420,Oct-Sep,10.46,11.79,89.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Wasco,WSC,345,Oct-Sep,7.02,6.93,101.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Fresno Wb Ap,FRO,328,Oct-Sep,9.62,10.89,88.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Visalia,VSL,325,Oct-Sep,8.47,10.67,79.0,1991
TULARE LAKE,TULARE LAKE BASIN FLOOR,Hanford Refinery,HND,242,Oct-Sep,7.85,7.8,101.0,1991
TULARE LAKE,KINGS RIVER,Grant Grove,GRO,6600,Oct-Sep,35.0,43.63,80.0,1991
TULARE LAKE,KINGS RIVER,Pine Flat Dam,PNF,970,Oct-Sep,16.5,19.08,86.0,1991
TULARE LAKE,KAWEAH RIVER,Hockett Meadow (Usace),HCK,8500,Oct-Sep,,36.2,,1991
TULARE LAKE,KAWEAH RIVER,Bear Trap Meadow,BRM,6800,Oct-Sep,,48.0,,1991
TULARE LAKE,KAWEAH RIVER,Lodgepole,LDG,6735,Oct-Sep,35.37,44.53,79.0,1991
TULARE LAKE,KAWEAH RIVER,Giant Forest (Usace),GNF,6650,Oct-Sep,,43.63,,1991
TULARE LAKE,KAWEAH RIVER,Atwell Camp,ATW,6400,Oct-Sep,,35.2,,1991
TULARE LAKE,KAWEAH RIVER,Ash Mountain,ASM,1708,Oct-Sep,20.19,26.25,77.0,1991
TULARE LAKE,KAWEAH RIVER,Three Rivers PH No 1,3RV,1140,Oct-Sep,17.38,21.71,80.0,1991
TULARE LAKE,KAWEAH RIVER,Terminus Dam,TRM,752,Oct-Sep,,14.2,,1991
TULARE LAKE,KAWEAH RIVER,Lemon Cove,LMC,513,Oct-Sep,11.2,14.03,80.0,1991
TULARE LAKE,TULE RIVER,Hossack,HSS,7100,Oct-Sep,33.4,42.15,79.0,1991
TULARE LAKE,TULE RIVER,Eagle Creek,EGL,6700,Oct-Sep,28.7,37.68,76.0,1991
TULARE LAKE,TULE RIVER,Rogers Camp,RGC,6200,Oct-Sep,28.05,34.72,81.0,1991
TULARE LAKE,TULE RIVER,Mountain Home,MNH,5400,Oct-Sep,28.9,41.77,69.0,1991
TULARE LAKE,TULE RIVER,Success Dam,SCC,692,Oct-Sep,,29.48,,1991
TULARE LAKE,KERN RIVER,Kern R Intake No. 3,KR3,3650,Oct-Sep,17.0,18.35,93.0,1991
TULARE LAKE,KERN RIVER,Glenville Fs,GLV,3140,Oct-Sep,12.43,18.42,67.0,1991
TULARE LAKE,KERN RIVER,Kern PH 3,KP3,2703,Oct-Sep,12.39,12.06,103.0,1991
TULARE LAKE,KERN RIVER,Isabella Dam,ISB,2635,Oct-Sep,10.23,10.84,94.0,1991
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Cedarville,CDV,4670,Oct-Sep,10.69,12.9,83.0,1991
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Fort Bidwell,FBW,4500,Oct-Sep,14.34,15.31,94.0,1991
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Doyle,DYL,4240,Oct-Sep,7.89,10.35,76.0,1991
NORTH LAHONTAN,SURPRISE VALLEY - HONEY LAKE,Susanville,SSN,4148,Oct-Sep,13.4,14.53,92.0,1991
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Meyers Fire Station,MIS,6400,Oct-Sep,,33.0,,1991
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Sagehen Creek,SGH,6337,Oct-Sep,25.17,30.28,83.0,1991
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Tahoe City (Nws),TAC,6230,Oct-Sep,22.86,30.98,74.0,1991
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Truckee RS (Obs),TKE,6020,Oct-Sep,21.19,31.3,68.0,1991
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Donner Mem St Park,DMS,5937,Oct-Sep,28.54,40.32,71.0,1991
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,Oct-Sep,15.17,22.5,67.0,1991
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,Oct-Sep,,18.59,,1991
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,Oct-Sep,16.57,28.23,59.0,1991
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,Oct-Sep,13.91,19.04,73.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,Oct-Sep,17.47,24.46,71.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,Oct-Sep,13.85,18.14,76.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,Oct-Sep,13.76,16.77,82.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,Oct-Sep,16.59,20.7,80.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,Oct-Sep,7.72,10.17,76.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,Oct-Sep,3.32,5.66,59.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,Oct-Sep,5.3,5.14,103.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,Oct-Sep,5.48,6.65,82.0,1991
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,Oct-Sep,5.24,6.54,80.0,1991
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,Oct-Sep,,4.45,,1991
SOUTH LAHONTAN,MOJAVE DESERT,Lake Arrowhead,ARR,5205,Oct-Sep,35.36,42.42,83.0,1991
SOUTH LAHONTAN,MOJAVE DESERT,Mountain Pass,MTP,4730,Oct-Sep,8.69,9.82,88.0,1991
SOUTH LAHONTAN,MOJAVE DESERT,Fairmont,FMT,3060,Oct-Sep,14.38,15.68,92.0,1991
COLORADO RIVER,COLORADO DESERT,Twentynine Palms,29P,1975,Oct-Sep,,6.44,,1991
COLORADO RIVER,COLORADO DESERT,Needles,NDL,480,Oct-Sep,4.58,4.44,103.0,1991
COLORADO RIVER,COLORADO DESERT,Blythe,BLY,390,Oct-Sep,,6.95,,1991
COLORADO RIVER,COLORADO DESERT,Imperial Valley,IMP,-64,Oct-Sep,,3.96,,1991
NORTH COAST,SMITH RIVER,Gasquet Ranger Station,GAS,384,Oct-Sep,55.57,92.33,60.0,1992
NORTH COAST,SMITH RIVER,Crescent City 1 N,CCC,40,Oct-Sep,47.54,70.46,67.0,1992
NORTH COAST,KLAMATH RIVER,Tule Lake,TLL,4035,Oct-Sep,6.38,10.54,61.0,1992
NORTH COAST,KLAMATH RIVER,Callahan,CAL,3185,Oct-Sep,17.76,20.05,89.0,1992
NORTH COAST,KLAMATH RIVER,Fort Jones RS,FJN,2725,Oct-Sep,14.18,21.85,65.0,1992
NORTH COAST,KLAMATH RIVER,Yreka,YRK,2625,Oct-Sep,11.47,18.28,63.0,1992
NORTH COAST,KLAMATH RIVER,Happy Camp RS,HAP,1120,Oct-Sep,31.17,54.09,58.0,1992
NORTH COAST,KLAMATH RIVER,Klamath River At Orleans,OLS,430,Oct-Sep,28.21,53.84,52.0,1992
NORTH COAST,TRINITY RIVER,Coffee Creek Ranger Station,CFF,4400,Oct-Sep,48.53,54.29,89.0,1992
NORTH COAST,TRINITY RIVER,Weaverville RS,WVR,2050,Oct-Sep,29.9,36.85,81.0,1992
NORTH COAST,TRINITY RIVER,Big Bar,BGB,1270,Oct-Sep,23.53,36.99,64.0,1992
NORTH COAST,TRINITY RIVER,Hoopa,HOO,333,Oct-Sep,27.4,56.86,48.0,1992
NORTH COAST,EEL RIVER,Mad River RS,MAD,2775,Oct-Sep,39.47,57.76,68.0,1992
NORTH COAST,EEL RIVER,Bridgeville 4nnw,BVL,2100,Oct-Sep,42.9,64.34,67.0,1992
NORTH COAST,EEL RIVER,Covelo 1 Nne,COV,1514,Oct-Sep,27.71,40.09,69.0,1992
NORTH COAST,EEL RIVER,Standish Hickey Park,SNH,850,Oct-Sep,48.87,71.96,68.0,1992
NORTH COAST,EEL RIVER,Scotia,SCA,139,Oct-Sep,34.97,47.33,74.0,1992
NORTH COAST,EEL RIVER,Fort Bragg 5 N,FBR,120,Oct-Sep,32.7,38.38,85.0,1992
NORTH COAST,EEL RIVER,Eureka Woodley Island,ERK,20,Oct-Sep,21.01,38.22,55.0,1992
NORTH COAST,RUSSIAN RIVER,Ukiah,UKH,633,Oct-Sep,30.87,35.98,86.0,1992
NORTH COAST,RUSSIAN RIVER,Fort Ross,FRR,112,Oct-Sep,28.58,38.33,75.0,1992
NORTH COAST,RUSSIAN RIVER,Santa Rosa,SRO,109,Oct-Sep,24.29,28.85,84.0,1992
NORTH COAST,RUSSIAN RIVER,Russian River Near Healdsburg,HEA,108,Oct-Sep,31.5,40.67,77.0,1992
SAN FRANCISCO BAY,NORTH SF BAY AREA,Angwin Pacific Union Col,APU,1815,Oct-Sep,29.98,38.84,77.0,1992
SAN FRANCISCO BAY,NORTH SF BAY AREA,Lagunitas Lake,LGT,799,Oct-Sep,39.54,49.5,80.0,1992
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,Oct-Sep,19.46,20.94,93.0,1992
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,Oct-Sep,21.11,24.18,87.0,1992
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,Oct-Sep,14.49,24.16,60.0,1992
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Jose,SNJ,67,Oct-Sep,16.07,13.64,118.0,1992
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,Oct-Sep,18.04,19.9,91.0,1992
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,Oct-Sep,12.3,13.07,94.0,1992
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,Oct-Sep,27.51,29.84,92.0,1992
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,Oct-Sep,18.99,21.53,88.0,1992
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,Oct-Sep,20.79,20.73,100.0,1992
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,Oct-Sep,14.35,14.1,102.0,1992
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,Oct-Sep,22.51,22.47,100.0,1992
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,Oct-Sep,35.53,40.84,87.0,1992
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,Oct-Sep,11.72,13.68,86.0,1992
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,Oct-Sep,42.95,28.53,151.0,1992
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,Oct-Sep,29.59,19.1,155.0,1992
CENTRAL COAST,SANTA BARBARA AREA,Los Alamos,LAL,565,Oct-Sep,16.76,15.3,110.0,1992
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,Oct-Sep,19.92,18.15,110.0,1992
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,Oct-Sep,48.69,34.58,141.0,1992
SOUTH COAST,VENTURA - LOS ANGELES AREA,Saugus Power Plant 1,SGS,2105,Oct-Sep,25.02,20.28,123.0,1992
SOUTH COAST,VENTURA - LOS ANGELES AREA,Santa Paula,PAL,237,Oct-Sep,,27.58,,1992
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles-Wso Airport,LAN,100,Oct-Sep,14.85,12.76,116.0,1992
SOUTH COAST,VENTURA - LOS ANGELES AREA,Long Beach Wb Ap,LBC,25,Oct-Sep,,23.6,,1992
SOUTH COAST,SANTA ANA RIVER,Big Bear Lake,BBE,6790,Oct-Sep,20.99,29.96,70.0,1992
SOUTH COAST,SANTA ANA RIVER,Lytle Creek R S,LYT,2730,Oct-Sep,36.48,35.9,102.0,1992
SOUTH COAST,SANTA ANA RIVER,Elsinore,ELS,1285,Oct-Sep,13.48,11.78,114.0,1992
SOUTH COAST,SANTA ANA RIVER,San Bernardino Med Center,SBD,1125,Oct-Sep,16.54,16.81,98.0,1992
SOUTH COAST,SANTA ANA RIVER,Santa Ana Fire Sta,ANA,135,Oct-Sep,15.47,13.92,111.0,1992
SOUTH COAST,SANTA ANA RIVER,Laguna Beach,LGB,35,Oct-Sep,16.48,12.58,131.0,1992
SOUTH COAST,SAN DIEGO AREA,Cuyamaca Dam,CUY,4641,Oct-Sep,34.64,36.2,96.0,1992
SOUTH COAST,SAN DIEGO AREA,Barrett,BRT,1607,Oct-Sep,,33.16,,1992
SOUTH COAST,SAN DIEGO AREA,El Capitan Dam,ELC,600,Oct-Sep,16.11,15.9,101.0,1992
SOUTH COAST,SAN DIEGO AREA,San Diego Nws-Lindbergh,SDG,13,Oct-Sep,12.48,10.37,120.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Harrison Gulch RS,HRR,2750,Oct-Sep,,42.31,,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Clear Lk Highlands (Obs),CLH,1340,Oct-Sep,21.39,25.09,85.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,East Park Reservoir,EPK,1205,Oct-Sep,18.11,18.98,95.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Stony Gorge Reservoir,STG,800,Oct-Sep,18.6,19.98,93.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Red Bluff,RBF,353,Oct-Sep,21.35,21.51,99.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Capay,CPY,300,Oct-Sep,18.66,22.24,84.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Orland,ORL,254,Oct-Sep,20.02,20.36,98.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Chico Univ Farm,CES,185,Oct-Sep,23.11,25.78,90.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Woodland 1 Wnw,WDL,69,Oct-Sep,18.11,17.17,105.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Davis 2wsw,DVS,60,Oct-Sep,17.37,16.83,103.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Feather River Near Nicolaus,NIC,43,Oct-Sep,16.97,17.63,96.0,1992
SACRAMENTO RIVER,SACRAMENTO VALLEY FLOOR,Sacramento Wb City,SCR,25,Oct-Sep,16.62,17.92,93.0,1992
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mineral (Obs.),MNR,4875,Oct-Sep,37.15,51.13,73.0,1992
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Alturas RS,ALT,4400,Oct-Sep,7.08,12.54,56.0,1992
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Adin RS,ADN,4195,Oct-Sep,7.95,15.67,51.0,1992
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mount Shasta City,MSC,3590,Oct-Sep,35.14,36.15,97.0,1992
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Mccloud,MLD,3280,Oct-Sep,37.65,49.72,76.0,1992
SACRAMENTO RIVER,UPPER SACRAMENTO RIVER,Dunsmuir Treatment Plant,DNM,2170,Oct-Sep,50.21,57.73,87.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Plumas Eureka Park,PLE,5165,Oct-Sep,36.98,66.89,55.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Sierraville RS (USFS),SRR,4975,Oct-Sep,14.72,25.92,57.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Vinton,VNT,4944,Oct-Sep,7.73,13.07,59.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Portola,PRT,4850,Oct-Sep,16.16,20.68,78.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Chester,CHS,4525,Oct-Sep,25.68,31.92,80.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Strawberry Valley,STV,3808,Oct-Sep,57.81,81.26,71.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Greenville RS,GNV,3570,Oct-Sep,24.55,39.4,62.0,1992
SACRAMENTO RIVER,FEATHER RIVER,Quincy RS (USFS),QNC,3420,Oct-Sep,17.5,39.81,44.0,1992
SACRAMENTO RIVER,FEATHER RIVER,De Sabla (PG & E),DSB,2710,Oct-Sep,51.66,62.83,82.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Soda Springs 1 E,SSG,6885,Oct-Sep,41.87,63.75,66.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Bowman,BOW,5385,Oct-Sep,41.82,66.84,63.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Challenge Ranger Station,CHL,3200,Oct-Sep,47.05,65.75,72.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Downieville,DWV,2915,Oct-Sep,40.59,60.75,67.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Nevada City,NVD,2781,Oct-Sep,42.82,53.38,80.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Camptonville RS (USFS),CMV,2503,Oct-Sep,41.88,58.35,72.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Grass Valley,GSV,2400,Oct-Sep,39.9,53.72,74.0,1992
SACRAMENTO RIVER,YUBA - BEAR RIVERS,Englebright (Usace),ENG,551,Oct-Sep,27.56,33.35,83.0,1992
SACRAMENTO RIVER,AMERICAN RIVER,Caples (Twin) Lake,CPT,8000,Oct-Sep,28.93,48.26,60.0,1992
SACRAMENTO RIVER,AMERICAN RIVER,Sly Park,SLP,3530,Oct-Sep,32.76,48.99,67.0,1992
SACRAMENTO RIVER,AMERICAN RIVER,Pacific House (Obs.),PCF,3400,Oct-Sep,25.02,50.24,50.0,1992
SACRAMENTO RIVER,AMERICAN RIVER,Foresthill R S,FRH,3015,Oct-Sep,35.76,50.82,70.0,1992
